article_id	title	main_topic	author	related_topics
130	Q&A on the Book Virtual Leadership	Culture & Methods	Penny Pullan Ben Linders	Culture & Methods|Communication|Teamwork|Collaboration|Distributed Team|InfoQ|Agile|Meetings|Book Review|Remote Developer
131	The Pipeline Driven Organization - Enabling True Continuous Delivery	Culture & Methods	Roy Osherove Ben Linders	Culture & Methods|DevOps|Culture|IT Service Management|Continuous Delivery|Automated Deployment|Agile Techniques|Agile|Pipeline as Code|Cloud Computing
132	Got NIM?	Development	Carter Pape Sergio De Simone	Development|JavaScript|C|Web Development|Dynamic Languages|Static Language|Scripting
133	Java InfoQ Trends Report - July 2019	Development	Ben Evans Erik Costlow Dustin Schultz Charles Humble Daniel Bryant	Development|Architecture & Design|LISP|Scala|Pivotal|InfoQ|Groovy|Functional Programming|Microservice Frameworks|MicroProfile|JUnit|Kotlin|HotSpot|GraalVM|Virtual Machines|Clojure|Runtimes|Spring Boot|Spring|Java|JVM|Microservices|Dynamic Languages|Testing|Unit Testing|InfoQ Trends Report|Architecture|Java EE|JVM Languages
134	Author Q&A: from Chaos to Successful Distributed Agile Teams	Culture & Methods	Johanna Rothman Mark Kilby Shane Hastie Shane Hastie	Culture & Methods|Distributed Team|Agile|Remote Developer
135	Stream Processing Anomaly Detection Using Yurita Framework	AI, ML & Data Engineering	Guy Gerson Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Deep Learning|Paypal|Database|Spark MLlib|Big Data|Infrastructure|Machine Learning|Streaming|Apache Spark
136	Waste Not, Want Not: A Simplified Value Stream Map for Uncovering Waste	Culture & Methods	J Meadows Shane Hastie	Culture & Methods|SOA|Enterprise Architecture|Architecture|Workflow / BPM|Business Process Management|Value Stream Mapping
137	Understanding Serverless: Tips and Resources for Building Servicefull Applications	Culture & Methods	Christopher Paton Ben Linders	Development|Architecture & Design|Culture & Methods|NoSQL|Agile Conferences|Amazon|Database|Monitoring Tools|Amazon SNS|AWS Lambda|S3|Serverless|API|Google Cloud Functions|Performance|Infrastructure as Code|Dynamo DB|IaaS|CloudFormation|SQS|AWS|FaaS|Architecture|Monitoring|Key-Value Store|Cloud Computing|application performance management
138	How to Effectively Lead Remote IT teams	Culture & Methods	Todor Gigilev	Culture & Methods|Teamwork|Distributed Team|Agile|Remote Developer
139	How Developers Can Learn the Language of Business Stakeholders	Culture & Methods	Anna Radzikowska Ben Linders	Development|Culture & Methods|Communication|Enterprise Architecture|Security|Risk Management|Agile|Business Analysis|Project Management|Software Development|Business/IT Alignment|Stakeholder|learning|Architecture|Distributed Team|Budgets|Planning
140	The Agile Manifesto: A Software Architect's Perspective	Architecture & Design	Ionut Balosin Thomas Betts	Architecture & Design|Culture & Methods|Agile Architecture|Architecture|Agile|Agile Manifesto
141	Q&A on the Book Applied Empathy: The New Language of Leadership	Culture & Methods	Ben Linders Michael Ventura	Culture & Methods|Leadership|Social Skills|InfoQ|Agile|Book Review|Customer Experience Improvement Program|Change
142	How to Seamlessly Evolve DevOps into DevSecOps	DevOps	Sam Bocetta Richard Seroter	Architecture & Design|DevOps|Information Security|Security|Architecture|Microservices|Cloud Computing|Cloud Security|Cloud
143	Q&A on A Scrum Book: The Spirit of the Game	Culture & Methods	Ben Linders Jeff Sutherland James Coplien	Culture & Methods|Agile in the Enterprise|Architecture|InfoQ|Patterns and Practices|Patterns|Agile|Scrum|Agile Manager|Adopting Agile|Book Review
144	It Ain't Necessarily So: Exploring Type Systems for Verifying Musical Correctness	Development	Chris Ford Charles Humble	Development|Architecture & Design|Haskell|Functional Programming|Type Theory
145	NotPetya Retrospective	Architecture & Design	Chris Swan Charles Humble	Development|Architecture & Design|DevOps|Security|malware|Application Security
146	Q&A on the Book Empathy at Work	Culture & Methods	Ben Linders Sharon Steed	Culture & Methods|Coaching|Communication|Coaching and Mentoring|Social Skills|Teamwork|Collaboration|Distributed Team|InfoQ|Agile|Book Review
147	Power to the People: Unleashing Teams through Liberating Structures	Culture & Methods	Greg Myers Ben Linders	Culture & Methods|Coaching and Mentoring|Teamwork|Methodologies|Agile|Scrum|Agile Practices|Self-organizing Team|QCon|QCon New York 2019
148	Obscuring Complexity	Architecture & Design	Glenn Engstrand Thomas Betts	Architecture & Design|SOA|MDA|Enterprise Architecture|Event Driven Architecture|Model Driven Development|Microservices|Reactive Programming|Architecture Management|Architecture Evaluation|Reactive Manifesto|Frameworks|Architecture|Twelve-Factor Apps
149	The Importance of Metrics to Agile Teams	Culture & Methods	Will Lytle Charlie Ponsonby Shane Hastie	Culture & Methods|Value & Metrics|Agile Tool Box|Continuous Improvement|Methodologies|Agile|Metrics
150	Using OpenAPI to Build Smart APIs for Dumb Machines	Architecture & Design	Adam Leventhal Abel Avram	Development|Architecture & Design|Documentation|Open Source|Architecture|API-Design|API
151	How to Use Open Source Prometheus to Monitor Applications at Scale	AI, ML & Data Engineering	Paul Brebner Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|NoSQL|BigTable|Database|Monitoring Tools|Prometheus|Machine Learning|Streaming|Grafana|Apache Kafka|Performance|Columnar Databases|Data Visualization|Monitoring|Cassandra|application performance management
152	Q&A on the Book Risk-First Software Development	Culture & Methods	Ben Linders Rob Moffat	Culture & Methods|Product Backlog|Security|Risk Management|Open Source|Methodologies|InfoQ|Operating Systems|Book Review|Risk
153	Five Android and iOS UI Design Guidelines for React Native	Development	Rakshit Soral Sergio De Simone	Development|Android|User Experience|React Native|Architecture|Mobile|Operating Systems|Reactive Programming|Design|iOS|Cross Platform|User Interface
154	Q&A on the Book Internal Tech Conferences	Culture & Methods	Ben Linders Victoria Morgan-Smith Matthew Skelton	Culture & Methods|Interest Groups|Community|Teamwork|Event Driven Architecture|learning|Collaboration|Architecture|InfoQ|Agile|Technology|Book Review|Local Events
155	Maybe Agile Is the Problem	Culture & Methods	Mo Hagar Shane Hastie	Culture & Methods|Agile Conferences|Modern Agile|Agile in the Enterprise|Agile|Group Communication|Adopting Agile|Culture|Diversity in Teams|Teamwork|Agile Culture|Distributed Team|Agile Practices|Culture Change
156	How Do We Think about Transactions in (Cloud) Messaging Systems? An Interview with Udi Dahan.	DevOps	Richard Seroter Udi Dahan	Development|Architecture & Design|Transactions Processing|SOA|Database|Enterprise Architecture|Service Bus|Architecture|Messaging|Cloud
157	Correctness vs Change: Which Matters More?	Architecture & Design	Jessica Kerr Daniel Bryant	Development|Architecture & Design|Software Development|Methodologies|Extensibility|Architecture|Maintenance|OOP
158	Q&A on the Book Mastering Collaboration	Culture & Methods	Ben Linders Gretchen Anderson	Culture & Methods|Communication|Teamwork|Trust|Collaboration|Distributed Team|InfoQ|Agile|Book Review
159	How We Reduced Our React App’s Load Time by 60%	Development	Ilango Rajagopal Dylan Schiemann	Development|Architecture & Design|Performance|React|JavaScript|Performance Tuning|Reactive Programming|Web Development|Dynamic Languages|application performance management
160	Why Should We Care about Technology Ethics? The Updated ACM Code of Ethics	Culture & Methods	Ben Linders Catherine Flick	Development|Culture & Methods|Ethics|Agile Conferences|QCon London 2019|Artificial Intelligence|Professionalism|Machine Learning|QCon|Technology
161	Q&A on the Book Evolvagility: Growing an Agile Leadership Culture from the inside out	Culture & Methods	Michael Hamman Ben Linders	Culture & Methods|Leadership|Culture|Communication|Business Agility|Distributed Team|InfoQ|Agile|Agile Manager|Book Review
162	WebAssembly and Blazor: A Decades Old Problem Solved	DevOps	Jeremy Likness Richard Seroter	Development|Architecture & Design|.NET Core|WebAssembly|JavaScript|ASP.NET Core|.NET|Microsoft|Web Development|Dynamic Languages|Cloud
163	Sustainable Operations in Complex Systems with Production Excellence	DevOps	Liz Fong-Jones Manuel Pais	DevOps|Performance|Service Level Objectives|Security|Risk Management|Operability|Monitoring|On-call|Site Reliability Engineering|Observability|application performance management
164	Author Q&A: Chief Joy Officer	Culture & Methods	Richard Sheridan Shane Hastie Shane Hastie	Culture & Methods|Adaptive Leadership|Leadership|Servant Leadership|Teamwork|InfoQ|Agile|Book Review
165	Being an Ethical Software Engineer	Culture & Methods	Rotem Hermon Ben Linders	Development|Culture & Methods|Ethics|Agile Conferences|Careers|Innovation|Technology|Software Engineering
166	A Different Meaning of CI - Continuous Improvement, the Heartbeat of DevOps	Culture & Methods	Sabine Wojcieszak Ben Linders	Culture & Methods|DevOps|Culture|Agile Conferences|CALMSS|Continuous Improvement|Trust|Agile|Stories & Case Studies
167	Cultivating a Learning Organisation	Culture & Methods	Andrea Dobson Ben Linders	Culture & Methods|Teamwork|Security|Risk Management|Team Collaboration|learning|Collaboration|Psychological Safety|Distributed Team|Agile|Innovation|Risk|Stories & Case Studies
168	Using Intel Analytics Zoo to Inject AI into Customer Service Platform (Part II)	AI, ML & Data Engineering	Chen Xu Yuqing Wei Shengsheng Huang Kai Huang Roland Meertens	AI, ML & Data Engineering|Azure|PaaS|Natural Language Processing|.NET|Artificial Intelligence|Microsoft|Machine Learning|Cloud Computing
169	Towards a Unified, Standard API for Consolidating Service Meshes	DevOps	Christian Posta Daniel Bryant	Development|Architecture & Design|DevOps|IaaS|Service Mesh|Istio|Architecture|Microservices|Cloud Computing
170	How to Mitigate the Pain of Getting and Giving Feedback	Culture & Methods	Michael Stiefel	Development|Architecture & Design|Culture & Methods|DevOps|AI, ML & Data Engineering|Continuous Improvement|Agile|Criticism|Feedback
171	Deploying Docker Containers Using an AWS CodePipeline for DevOps	DevOps	Deepak Vohra Richard Seroter	Development|DevOps|IT Service Management|Containers|Continuous Delivery|IaaS|AWS|Amazon|Automated Deployment|Agile Techniques|Agile|Docker|Cloud Computing|Cloud
172	Q&A on the Book Elastic Leadership	Culture & Methods	Ben Linders Roy Osherove	Culture & Methods|Leadership|Coaching and Mentoring|Teamwork|learning|InfoQ|Agile|Scrum|Self-organizing Team|Book Review
173	Application Integration for Microservices Architectures: A Service Mesh Is Not an ESB	Architecture & Design	Kasun Indrasiri Daniel Bryant	Development|Architecture & Design|SOA|Service Mesh|Enterprise Architecture|Enterprise Integration Patterns|ESB|Architecture|Patterns|Microservices|Integration Patterns|Integration
174	Architecture with 800 of My Closest Friends: The Evolution of Comcast’s Architecture Guild	Architecture & Design	Jon Moore Daniel Bryant	Development|Architecture & Design|Culture & Methods|Architecture Analysis|Teamwork|Collaboration|Architecture|Agile|Business Technology Strategy
175	Agile Anti-Patterns: A Systems Thinking Approach	Culture & Methods	David Johnston Ben Linders	Culture & Methods|Agile Conferences|Antipatterns|Systems Thinking|Agile in the Enterprise|Architecture|Patterns|Training / Certification|Agile|Adopting Agile|Agile Certification
176	Real-Time Data Processing Using Redis Streams and Apache Spark Structured Streaming	AI, ML & Data Engineering	Roshan Kumar Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|NoSQL|Redis|Database|Data Analysis|Big Data|Infrastructure|Spark Streaming|Streaming|Apache Spark|Key-Value Store|Real Time|Data Analytics
177	Test-Driven Development: Really, It’s a Design Technique    Development Mohamed Taman Daniel Bryant	Development|Integration Testing|Testing|Integration Test|Unit Testing|Java|Test-driven development
178	People Re-Engineering How To’s: The Magic of Teaming	Culture & Methods	Medhat Sabry Shane Hastie	Culture & Methods|Leadership|Diversity in Teams|Teamwork|Distributed Team|Agile|Group Communication
179	The Potential for Using a Service Mesh for Event-Driven Messaging	DevOps	Kasun Indrasiri Daniel Bryant	Development|Architecture & Design|DevOps|Envoy|Service Mesh|Event Driven Architecture|Architecture|Microservices
180	Open Source Robotics: Getting Started with Gazebo and ROS 2	AI, ML & Data Engineering	Louise Poubel Roland Meertens	Development|AI, ML & Data Engineering|Robotics|Sensors|Artificial Intelligence|Machine Learning|Simulation
181	A Simple Mindset Shift Turns Ineffective Teams into Productive Organizations	Culture & Methods	Michael de la Maza Shane Hastie	Culture & Methods|Coaching|Leadership|Servant Leadership|Coaching and Mentoring|Teamwork|Management|Collaboration|Agile
182	MOOtopia – Adapting the Spotify Model at MOO	Culture & Methods	Claire Donald Ben Linders	Culture & Methods|Agile Conferences|Agile in the Enterprise|Agile|Adopting Agile|Stories & Case Studies
183	Supporting Mental Health in the Tech Workplace	Culture & Methods	Nara Kasbergen Ben Linders	Development|Culture & Methods|Agile Conferences|Community|Workplace|Careers|Healthcare|Community News
184	API Gateways and Service Meshes: Opening the Door to Application Modernisation	DevOps	Daniel Bryant Charles Humble	Architecture & Design|DevOps|Envoy|Containers|Business/IT Alignment|Service Mesh|Enterprise Architecture|API Gateway|Architecture|Microservices|Digital Transformation|API|Cloud Computing|Kubernetes
185	Q&A on the Book Inviting Leadership	Culture & Methods	Ben Linders Dan Mezick Mark Sheffield	Culture & Methods|Leadership|Culture|Communication|Distributed Team|InfoQ|Agile|Book Review|Change
186	Q&A on the Docker on Windows – Second Edition	DevOps	Elton Stoneman Steef-Jan Wiggers	Development|Architecture & Design|Culture & Methods|DevOps|Containers|Windows|InfoQ|Operating Systems|Docker|Book Review|Cloud Computing|Cloud
187	The Data Science Mindset: Six Principles to Build Healthy Data-Driven Organizations	AI, ML & Data Engineering	Francesca Lazzeri Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Data Analysis|Database|Data Science|Process Adoption|Artificial Intelligence|Agile|Machine Learning|Adoption|Metrics|Data Analytics
188	Q&A on the Book Can You Hear Me? - How to Connect with People in a Virtual World	Culture & Methods	Ben Linders Nick Morgan	Culture & Methods|Communication|Teamwork|Collaboration|Distributed Team|InfoQ|Agile|Meetings|Book Review
189	Using TypeScript with the MySQL Database	Development	Deepak Vohra Dylan Schiemann	Development|Architecture & Design|TypeScript|JavaScript|Database|Web Development|SQL|Node.js|TypeORM|MySQL|Dynamic Languages|Relational Databases
190	Test Automation: Prevention or Cure?	Culture & Methods	Jit Gosai Ben Linders	Culture & Methods|Software Craftsmanship|Testing|Agile in the Enterprise|Agile|Quality|Automation|Adopting Agile|Test Automation|Stories & Case Studies
